hour,day_of_week,month,is_peak_hour,is_weekend,road_type,weather,traffic_density,speed,speed_limit,vehicle_type,vehicles_involved,vehicle_age,road_condition,road_width,alcohol_involved,driver_distracted,pedestrians_involved,visibility,temperature,humidity,junction_type,severity
13,Wednesday,9,0,0,Residential,Rainy,6,31,40,Car,2,7,Wet,5,0,0,0,9,36,63,T-Junction,Medium
4,Saturday,9,0,1,Urban Road,Foggy,2,26,40,Car,1,0,Dry,3,0,0,0,2,31,68,No Junction,Medium
19,Monday,12,1,0,State Highway,Clear,6,25,60,Motorcycle,2,7,Wet,8,0,1,0,5,39,100,Roundabout,High
19,Monday,11,1,0,Urban Road,Rainy,9,12,40,Car,2,7,Dry,5,0,0,0,5,20,76,No Junction,Medium
16,Sunday,1,0,1,Urban Road,Clear,3,44,40,Car,2,7,Dry,6,0,0,0,8,34,35,T-Junction,Medium
11,Sunday,6,0,1,Urban Road,Clear,2,55,40,Auto,1,3,Dry,10,0,1,3,5,25,67,T-Junction,High
19,Thursday,12,1,0,National Highway,Foggy,3,10,80,Car,2,8,Dry,7,0,0,1,2,29,33,No Junction,Medium
15,Monday,8,0,0,State Highway,Clear,6,34,60,Motorcycle,4,8,Dry,5,0,1,0,6,18,75,T-Junction,Medium
19,Friday,10,1,0,Residential,Cloudy,4,50,40,Truck,4,1,Under Construction,16,1,1,2,5,39,65,Intersection,High
17,Monday,9,1,0,Urban Road,Clear,10,26,40,Motorcycle,2,3,Dry,6,0,1,0,6,23,39,No Junction,Medium
19,Saturday,4,1,1,Urban Road,Clear,7,10,40,Bicycle,2,6,Wet,10,1,0,1,5,33,59,T-Junction,High
16,Sunday,2,0,1,State Highway,Clear,1,51,60,Motorcycle,3,5,Wet,10,1,0,1,5,38,63,Intersection,High
12,Friday,11,0,0,Residential,Cloudy,5,21,40,Motorcycle,2,0,Dry,6,0,1,0,7,27,100,No Junction,Medium
22,Sunday,9,0,1,State Highway,Cloudy,2,58,60,Motorcycle,2,6,Wet,5,0,0,0,8,35,33,Roundabout,Medium
15,Sunday,9,0,1,Urban Road,Clear,5,21,40,Bicycle,4,5,Under Construction,3,0,0,0,7,20,67,No Junction,Low
16,Sunday,12,0,1,State Highway,Cloudy,3,11,60,Car,1,2,Dry,8,0,1,0,5,33,68,No Junction,Low
8,Monday,8,1,0,State Highway,Clear,10,25,60,Bus,3,4,Good,8,1,0,1,6,28,58,Intersection,High
17,Tuesday,3,1,0,Urban Road,Clear,10,48,40,Car,5,2,Under Construction,4,0,1,2,5,26,58,No Junction,High
16,Monday,5,0,0,Highway,Cloudy,3,60,80,Truck,1,6,Under Construction,11,1,0,2,9,24,44,T-Junction,High
8,Sunday,2,1,1,Urban Road,Cloudy,5,50,40,Motorcycle,1,1,Dry,9,0,0,0,9,19,72,Intersection,Medium
5,Friday,3,0,0,National Highway,Clear,6,10,80,Motorcycle,2,6,Wet,8,0,0,0,9,28,56,No Junction,Medium
16,Monday,1,0,0,Residential,Clear,3,62,40,Motorcycle,2,7,Wet,6,0,1,0,9,25,53,T-Junction,Medium
18,Sunday,4,1,1,Residential,Cloudy,4,48,40,Truck,1,1,Dry,7,0,0,0,5,31,81,Y-Junction,Medium
15,Sunday,5,0,1,Urban Road,Clear,1,59,40,Truck,2,2,Wet,4,0,1,0,9,29,79,Roundabout,Medium
8,Monday,12,1,0,Residential,Cloudy,4,10,40,Auto,4,9,Under Construction,6,0,0,0,8,29,88,No Junction,Medium
17,Monday,2,1,0,Residential,Rainy,8,37,40,Auto,2,7,Good,10,0,0,0,5,31,54,Roundabout,Medium
6,Friday,3,0,0,Highway,Rainy,5,51,80,Car,4,12,Dry,7,0,0,0,7,21,97,No Junction,Medium
13,Monday,12,0,0,National Highway,Rainy,3,40,80,Truck,2,6,Dry,14,0,0,0,5,19,45,No Junction,Medium
7,Thursday,6,1,0,Urban Road,Rainy,8,10,40,Motorcycle,1,6,Dry,6,0,0,0,6,22,54,Intersection,Medium
8,Saturday,6,1,1,Urban Road,Clear,1,56,40,Car,3,8,Dry,7,0,0,0,8,26,26,No Junction,Medium
8,Thursday,7,1,0,Urban Road,Clear,6,10,40,Car,2,2,Wet,9,0,0,1,5,22,38,No Junction,Medium
11,Friday,12,0,0,Highway,Rainy,5,24,80,Car,2,5,Slippery,9,0,0,0,7,20,90,T-Junction,Medium
5,Tuesday,9,0,0,Residential,Clear,2,80,40,Motorcycle,2,9,Slippery,7,0,0,3,6,18,46,Y-Junction,Medium
12,Thursday,4,0,0,Urban Road,Rainy,6,13,40,Motorcycle,2,7,Good,5,0,0,0,6,27,73,No Junction,Low
14,Sunday,5,0,1,State Highway,Clear,5,69,60,Car,1,0,Dry,7,1,0,0,7,26,29,No Junction,High
14,Saturday,11,0,1,Urban Road,Rainy,4,30,40,Motorcycle,2,4,Wet,9,0,0,3,7,27,62,T-Junction,High
11,Wednesday,2,0,0,Urban Road,Clear,3,29,40,Auto,2,9,Slippery,7,0,1,0,7,32,20,T-Junction,Medium
19,Saturday,6,1,1,Residential,Clear,4,48,40,Car,2,7,Under Construction,15,0,1,0,7,28,48,T-Junction,Medium
7,Thursday,4,1,0,State Highway,Heavy Rain,6,33,60,Car,1,8,Under Construction,7,0,0,0,5,31,75,Y-Junction,Medium
14,Wednesday,5,0,0,Urban Road,Foggy,3,81,40,Truck,2,0,Wet,8,1,0,2,3,31,82,No Junction,High
5,Friday,7,0,0,National Highway,Rainy,5,28,80,Car,3,9,Good,8,0,0,1,7,20,75,No Junction,Low
6,Saturday,6,0,1,Residential,Rainy,6,20,40,Car,5,3,Wet,7,0,0,1,9,40,100,No Junction,Medium
16,Tuesday,8,0,0,Highway,Rainy,6,36,80,Auto,2,4,Good,10,1,0,0,5,22,59,Intersection,Medium
16,Wednesday,6,0,0,Urban Road,Cloudy,4,32,40,Motorcycle,3,1,Slippery,4,0,1,1,6,27,71,T-Junction,Medium
20,Wednesday,10,1,0,Urban Road,Foggy,7,37,40,Motorcycle,4,3,Dry,15,0,1,0,1,24,66,Intersection,High
15,Saturday,8,0,1,State Highway,Clear,4,50,60,Motorcycle,1,2,Good,5,0,0,0,5,27,87,Y-Junction,Low
22,Thursday,4,0,0,Urban Road,Clear,5,40,40,Motorcycle,1,8,Dry,9,0,0,3,9,35,73,No Junction,Low
4,Wednesday,12,0,0,Urban Road,Clear,5,79,40,Bus,1,12,Good,8,0,0,0,9,34,67,Y-Junction,Medium
6,Friday,7,0,0,Highway,Clear,9,10,80,Motorcycle,4,12,Wet,7,0,0,2,7,25,100,No Junction,Medium
4,Saturday,3,0,1,Urban Road,Rainy,4,31,40,Motorcycle,2,1,Slippery,11,0,1,0,7,19,48,T-Junction,Low
8,Friday,1,1,0,Residential,Clear,9,11,40,Motorcycle,2,4,Dry,13,0,0,3,9,39,80,Intersection,Medium
15,Saturday,9,0,1,Residential,Clear,1,68,40,Auto,5,0,Dry,5,0,0,0,8,36,65,Intersection,Medium
17,Friday,9,1,0,Highway,Clear,8,29,80,Motorcycle,2,7,Good,5,0,0,0,7,14,31,Intersection,Medium
4,Thursday,6,0,0,Highway,Cloudy,4,21,80,Car,2,4,Dry,9,0,0,0,5,29,63,T-Junction,Medium
22,Saturday,2,0,1,Urban Road,Clear,4,15,40,Car,4,10,Under Construction,7,0,0,2,7,19,82,Y-Junction,Medium
20,Sunday,8,1,1,Residential,Clear,6,10,40,Car,1,6,Slippery,6,0,0,2,7,26,64,Intersection,Medium
9,Tuesday,10,1,0,State Highway,Clear,1,31,60,Motorcycle,3,0,Wet,7,0,0,1,8,29,41,T-Junction,Medium
6,Thursday,6,0,0,Highway,Clear,8,54,80,Car,2,3,Slippery,6,0,0,1,9,31,65,Y-Junction,High
7,Friday,7,1,0,Urban Road,Cloudy,4,40,40,Truck,3,7,Dry,4,0,1,0,8,17,20,Y-Junction,Medium
7,Saturday,1,1,1,Urban Road,Clear,3,10,40,Auto,2,3,Wet,8,0,0,1,7,37,81,T-Junction,Medium
7,Thursday,3,1,0,National Highway,Rainy,6,14,80,Truck,3,8,Wet,8,0,1,0,8,21,40,Intersection,High
14,Friday,1,0,0,Urban Road,Rainy,3,65,40,Bus,2,0,Under Construction,6,0,0,1,7,24,79,Intersection,Medium
8,Monday,10,1,0,Urban Road,Rainy,5,21,40,Car,1,4,Slippery,3,0,0,2,8,29,68,Intersection,High
11,Monday,1,0,0,Urban Road,Rainy,5,56,40,Truck,2,10,Dry,7,0,0,0,6,24,24,No Junction,Low
23,Wednesday,12,0,0,Urban Road,Rainy,5,41,40,Bus,1,1,Good,13,0,0,0,6,30,60,Roundabout,Low
17,Tuesday,12,1,0,Residential,Foggy,6,34,40,Car,1,5,Wet,6,0,0,1,3,30,58,Y-Junction,High
22,Monday,11,0,0,Highway,Heavy Rain,4,76,80,Truck,1,10,Wet,7,0,0,3,5,31,47,No Junction,High
7,Sunday,1,1,1,Urban Road,Rainy,5,23,40,Motorcycle,2,4,Slippery,6,0,0,2,7,29,80,Intersection,Medium
11,Friday,4,0,0,Residential,Rainy,4,18,40,Truck,1,7,Wet,9,0,1,3,8,19,23,T-Junction,Medium
15,Thursday,7,0,0,Urban Road,Clear,6,19,40,Truck,2,9,Slippery,11,0,0,1,9,30,41,No Junction,Low
6,Saturday,7,0,1,Residential,Foggy,7,29,40,Car,2,0,Wet,6,0,0,0,1,36,61,No Junction,High
0,Thursday,12,0,0,Urban Road,Rainy,6,32,40,Car,3,5,Dry,3,1,0,0,8,24,99,Intersection,Medium
17,Wednesday,5,1,0,State Highway,Clear,10,10,60,Bus,1,11,Wet,6,1,0,2,7,27,87,T-Junction,High
17,Thursday,12,1,0,Highway,Clear,1,64,80,Car,2,5,Dry,6,0,0,1,8,33,55,T-Junction,Medium
12,Monday,6,0,0,National Highway,Heavy Rain,4,40,80,Motorcycle,2,9,Wet,7,0,1,1,3,33,50,T-Junction,High
14,Thursday,2,0,0,Highway,Foggy,3,54,80,Motorcycle,2,3,Dry,11,0,1,1,2,23,91,T-Junction,High
12,Monday,5,0,0,Highway,Clear,8,10,80,Auto,2,5,Dry,4,0,0,2,5,22,83,No Junction,Medium
2,Monday,7,0,0,State Highway,Clear,6,10,60,Car,2,14,Under Construction,9,1,0,0,7,28,61,Intersection,Medium
10,Tuesday,9,1,0,State Highway,Cloudy,7,10,60,Motorcycle,2,9,Wet,9,0,1,0,8,29,83,Intersection,Medium
7,Wednesday,6,1,0,Highway,Rainy,8,31,80,Motorcycle,2,9,Slippery,9,1,0,0,6,32,87,No Junction,High
6,Sunday,12,0,1,National Highway,Clear,7,10,80,Motorcycle,2,8,Wet,10,0,0,0,9,15,53,T-Junction,Medium
22,Sunday,10,0,1,Urban Road,Clear,2,22,40,Bus,5,5,Dry,3,0,0,0,8,26,71,Roundabout,Low
16,Friday,4,0,0,Residential,Clear,3,10,40,Car,2,7,Wet,9,0,0,0,8,28,30,No Junction,Medium
18,Sunday,3,1,1,Highway,Clear,5,10,80,Car,3,4,Under Construction,7,0,1,0,8,18,75,Intersection,High
10,Monday,9,1,0,Urban Road,Rainy,7,27,40,Motorcycle,2,0,Dry,5,0,1,0,5,29,69,T-Junction,High
12,Saturday,7,0,1,Urban Road,Foggy,5,65,40,Car,2,7,Wet,12,0,0,0,3,23,57,No Junction,High
8,Wednesday,11,1,0,Residential,Rainy,7,32,40,Car,3,16,Dry,10,0,0,0,8,34,43,T-Junction,Medium
6,Friday,6,0,0,Urban Road,Rainy,5,41,40,Motorcycle,2,0,Dry,5,0,1,1,7,25,42,T-Junction,High
7,Sunday,7,1,1,Urban Road,Rainy,7,13,40,Auto,1,0,Under Construction,6,0,0,0,6,27,92,No Junction,Low
19,Sunday,8,1,1,National Highway,Clear,7,25,80,Car,3,2,Slippery,11,0,0,1,6,20,88,No Junction,High
17,Saturday,5,1,1,Highway,Clear,5,22,80,Bus,4,10,Dry,7,0,1,0,8,35,100,No Junction,High
15,Thursday,3,0,0,Highway,Clear,6,44,80,Motorcycle,3,5,Dry,4,0,0,3,7,33,40,T-Junction,High
13,Wednesday,3,0,0,Residential,Cloudy,4,29,40,Truck,2,4,Wet,13,0,1,2,6,28,68,T-Junction,Medium
21,Saturday,2,0,1,Highway,Clear,3,50,80,Car,4,6,Slippery,7,0,0,1,9,26,54,Intersection,High
6,Sunday,8,0,1,Urban Road,Clear,8,10,40,Car,1,5,Dry,8,0,0,2,7,33,40,Roundabout,Medium
9,Wednesday,1,1,0,Urban Road,Clear,4,10,40,Car,2,8,Slippery,9,0,0,3,6,32,73,Intersection,High
10,Wednesday,12,1,0,Urban Road,Heavy Rain,7,43,40,Bus,1,6,Slippery,5,0,0,0,2,23,98,Intersection,High
19,Sunday,8,1,1,National Highway,Foggy,6,10,80,Truck,2,0,Dry,11,0,0,1,3,23,67,T-Junction,High
23,Thursday,3,0,0,Urban Road,Foggy,7,54,40,Auto,1,8,Wet,5,0,1,0,2,22,77,Intersection,High
8,Thursday,9,1,0,Urban Road,Clear,10,20,40,Motorcycle,3,2,Dry,8,0,0,0,7,27,95,T-Junction,High
20,Sunday,12,1,1,Urban Road,Clear,8,10,40,Motorcycle,1,1,Dry,6,0,1,0,9,25,57,T-Junction,Low
19,Wednesday,12,1,0,Highway,Clear,7,20,80,Motorcycle,2,5,Dry,11,0,0,0,5,35,50,T-Junction,Medium
8,Saturday,11,1,1,Urban Road,Cloudy,7,16,40,Car,2,0,Dry,9,0,0,0,8,34,91,Intersection,Medium
12,Tuesday,2,0,0,Residential,Clear,3,61,40,Car,2,6,Under Construction,7,0,0,1,5,27,56,Roundabout,Medium
12,Monday,10,0,0,Residential,Cloudy,6,13,40,Motorcycle,1,7,Slippery,3,0,1,0,9,31,98,T-Junction,Medium
23,Thursday,9,0,0,State Highway,Rainy,7,45,60,Motorcycle,2,10,Good,9,0,0,1,9,33,71,No Junction,Medium
8,Sunday,6,1,1,Highway,Foggy,9,10,80,Car,1,5,Wet,8,1,1,0,3,41,68,T-Junction,High
19,Tuesday,1,1,0,Highway,Rainy,6,10,80,Motorcycle,1,2,Dry,3,0,1,0,6,32,78,No Junction,Medium
10,Thursday,5,1,0,National Highway,Cloudy,8,10,80,Auto,3,1,Dry,8,0,1,2,5,31,54,Y-Junction,High
18,Wednesday,10,1,0,Highway,Clear,4,10,80,Bus,2,8,Under Construction,9,0,0,0,9,13,57,T-Junction,Medium
12,Sunday,9,0,1,National Highway,Rainy,3,24,80,Motorcycle,2,4,Dry,8,1,0,1,5,34,46,No Junction,High
16,Tuesday,6,0,0,State Highway,Clear,4,29,60,Car,4,0,Wet,6,1,0,2,5,28,46,No Junction,High
19,Sunday,7,1,1,National Highway,Rainy,9,10,80,Car,1,4,Wet,12,0,0,1,8,23,46,No Junction,Medium
19,Saturday,4,1,1,Urban Road,Heavy Rain,1,24,40,Bus,1,10,Dry,13,1,0,1,2,23,73,No Junction,High
20,Saturday,1,1,1,Highway,Clear,9,10,80,Motorcycle,2,11,Dry,4,0,0,0,8,30,63,Intersection,Medium
5,Friday,5,0,0,Residential,Rainy,2,72,40,Motorcycle,2,2,Dry,11,0,1,1,6,19,64,Intersection,High
18,Monday,2,1,0,Residential,Rainy,6,12,40,Auto,2,3,Dry,9,0,0,0,6,21,46,Y-Junction,Medium
7,Monday,8,1,0,Highway,Cloudy,10,10,80,Motorcycle,1,4,Dry,6,1,0,0,8,32,91,Intersection,High
12,Thursday,4,0,0,State Highway,Clear,1,36,60,Truck,2,3,Wet,7,0,1,1,9,34,97,Roundabout,Medium
15,Monday,1,0,0,Urban Road,Rainy,2,60,40,Bus,2,10,Wet,7,0,0,3,7,36,62,Y-Junction,High
12,Sunday,10,0,1,Urban Road,Heavy Rain,5,10,40,Car,4,6,Wet,11,0,0,0,4,21,66,Y-Junction,High
14,Sunday,7,0,1,State Highway,Foggy,1,39,60,Car,1,7,Dry,6,0,0,0,3,23,87,Intersection,Medium
23,Friday,12,0,0,Highway,Cloudy,9,20,80,Bus,2,2,Slippery,3,1,0,1,6,29,90,Intersection,High
7,Saturday,11,1,1,Urban Road,Foggy,5,10,40,Auto,2,4,Dry,7,1,1,0,2,33,81,Intersection,High
17,Tuesday,2,1,0,Highway,Rainy,7,10,80,Motorcycle,4,0,Under Construction,10,0,0,1,9,30,84,No Junction,Medium
12,Tuesday,3,0,0,Highway,Clear,5,21,80,Motorcycle,2,7,Wet,11,0,0,0,6,29,44,T-Junction,Medium
7,Saturday,9,1,1,Highway,Clear,5,24,80,Truck,2,6,Dry,6,1,0,0,5,24,50,Roundabout,High
7,Wednesday,9,1,0,Urban Road,Rainy,9,10,40,Car,2,7,Dry,9,0,1,0,9,21,100,T-Junction,Medium
22,Saturday,2,0,1,Urban Road,Clear,1,11,40,Car,2,11,Slippery,11,0,0,0,6,18,65,Intersection,Low
20,Tuesday,3,1,0,State Highway,Clear,6,39,60,Auto,3,4,Wet,9,1,0,1,9,25,64,Intersection,High
21,Thursday,11,0,0,National Highway,Clear,5,37,80,Truck,3,9,Dry,14,0,0,0,6,23,92,Roundabout,Medium
23,Friday,12,0,0,Urban Road,Clear,3,43,40,Truck,2,5,Wet,12,0,0,1,8,24,52,No Junction,Medium
8,Saturday,9,1,1,Highway,Foggy,2,63,80,Motorcycle,2,10,Dry,6,0,0,1,2,28,74,T-Junction,High
11,Wednesday,1,0,0,Urban Road,Clear,5,24,40,Motorcycle,1,4,Dry,7,0,1,0,6,30,100,No Junction,Medium
17,Thursday,2,1,0,Residential,Foggy,6,49,40,Bicycle,1,2,Dry,13,0,1,0,3,24,53,T-Junction,High
14,Saturday,11,0,1,Residential,Cloudy,2,46,40,Motorcycle,2,0,Under Construction,4,0,0,0,8,29,37,Roundabout,Low
12,Thursday,2,0,0,National Highway,Rainy,9,10,80,Car,2,8,Dry,7,1,1,0,7,31,45,No Junction,Medium
11,Saturday,10,0,1,Highway,Rainy,5,34,80,Car,1,4,Slippery,13,0,0,0,9,24,56,No Junction,Medium
16,Thursday,3,0,0,State Highway,Rainy,3,60,60,Car,2,0,Wet,14,0,0,0,7,24,49,T-Junction,Medium
16,Sunday,10,0,1,Urban Road,Clear,3,11,40,Car,1,6,Dry,8,0,0,1,7,28,72,Intersection,Low
7,Monday,3,1,0,National Highway,Clear,5,28,80,Auto,1,3,Good,3,0,1,0,8,22,65,No Junction,Medium
13,Thursday,10,0,0,Residential,Rainy,3,65,40,Motorcycle,2,0,Slippery,6,0,1,0,8,43,100,Intersection,Medium
15,Sunday,2,0,1,Urban Road,Rainy,2,68,40,Motorcycle,2,0,Dry,10,1,0,0,8,29,63,T-Junction,Medium
16,Monday,8,0,0,Residential,Clear,5,21,40,Bicycle,3,8,Wet,5,0,0,0,5,21,72,No Junction,Medium
8,Tuesday,8,1,0,State Highway,Clear,5,10,60,Car,3,6,Under Construction,15,0,0,0,5,30,67,Roundabout,Medium
18,Monday,8,1,0,Urban Road,Clear,4,10,40,Motorcycle,2,4,Good,7,0,0,1,9,25,79,Y-Junction,Low
2,Thursday,2,0,0,Highway,Cloudy,1,54,80,Car,1,6,Slippery,11,1,1,1,8,33,49,T-Junction,High
11,Friday,9,0,0,Urban Road,Heavy Rain,5,21,40,Motorcycle,2,12,Slippery,7,0,0,0,3,29,57,Intersection,High
19,Friday,11,1,0,Urban Road,Foggy,7,36,40,Car,1,12,Dry,8,0,0,0,3,30,91,Intersection,Medium
16,Tuesday,7,0,0,Urban Road,Foggy,4,10,40,Car,2,3,Good,7,0,0,1,4,11,79,Intersection,Medium
9,Thursday,12,1,0,National Highway,Clear,8,20,80,Car,2,11,Dry,6,0,0,1,6,29,85,No Junction,Medium
18,Monday,5,1,0,Residential,Rainy,2,34,40,Car,1,7,Dry,6,0,0,1,6,37,58,Intersection,Medium
16,Friday,7,0,0,Residential,Clear,1,44,40,Auto,2,3,Good,10,0,0,0,9,37,95,Y-Junction,Medium
19,Saturday,8,1,1,Residential,Foggy,5,36,40,Car,2,0,Dry,7,0,0,1,4,40,53,Intersection,High
18,Wednesday,9,1,0,State Highway,Clear,8,10,60,Motorcycle,4,6,Wet,6,0,0,1,9,36,54,Intersection,Medium
17,Thursday,2,1,0,National Highway,Clear,5,50,80,Bus,1,8,Wet,9,0,0,0,5,27,63,T-Junction,Medium
14,Sunday,6,0,1,Residential,Cloudy,5,15,40,Bus,3,0,Under Construction,12,1,0,0,8,33,93,T-Junction,Medium
7,Sunday,9,1,1,Urban Road,Heavy Rain,6,41,40,Bicycle,2,6,Dry,13,1,1,3,2,27,52,Intersection,High
9,Saturday,6,1,1,Urban Road,Rainy,9,10,40,Motorcycle,2,0,Wet,5,1,0,1,7,31,39,T-Junction,Medium
12,Saturday,2,0,1,Urban Road,Clear,2,42,40,Car,5,5,Dry,5,0,0,0,8,33,91,Intersection,Medium
16,Thursday,1,0,0,Urban Road,Rainy,4,17,40,Motorcycle,2,8,Dry,11,0,0,0,7,28,51,Y-Junction,Low
14,Wednesday,12,0,0,Urban Road,Rainy,5,17,40,Motorcycle,4,7,Under Construction,6,0,0,0,9,33,88,Intersection,Medium
9,Friday,3,1,0,Residential,Heavy Rain,7,10,40,Motorcycle,2,4,Wet,7,1,0,0,2,24,51,Y-Junction,High
0,Wednesday,11,0,0,Residential,Cloudy,1,41,40,Motorcycle,2,7,Dry,3,0,0,1,7,32,61,T-Junction,Low
14,Tuesday,5,0,0,Urban Road,Clear,4,66,40,Auto,1,0,Dry,10,0,0,0,9,29,97,Intersection,Medium
9,Monday,7,1,0,National Highway,Clear,7,20,80,Motorcycle,2,9,Dry,7,0,0,1,5,25,92,T-Junction,High
18,Monday,10,1,0,Urban Road,Cloudy,5,41,40,Motorcycle,2,10,Wet,11,0,0,1,8,33,95,No Junction,Medium
2,Saturday,10,0,1,Residential,Heavy Rain,7,10,40,Motorcycle,2,3,Dry,10,0,1,1,3,19,56,Roundabout,High
16,Friday,3,0,0,Residential,Clear,5,40,40,Car,3,10,Dry,11,0,0,1,8,26,71,T-Junction,Medium
22,Wednesday,9,0,0,Residential,Rainy,3,58,40,Car,2,5,Dry,11,0,0,3,6,28,75,Y-Junction,High
7,Saturday,10,1,1,Urban Road,Clear,8,10,40,Motorcycle,2,10,Good,6,0,0,1,7,36,79,T-Junction,Medium
13,Thursday,12,0,0,State Highway,Clear,4,43,60,Car,2,0,Wet,7,0,0,1,5,27,66,Y-Junction,Medium
6,Saturday,4,0,1,Highway,Cloudy,4,32,80,Auto,3,2,Wet,8,0,0,0,5,27,95,No Junction,High
17,Thursday,10,1,0,Residential,Foggy,6,20,40,Motorcycle,2,0,Dry,8,0,0,2,3,34,41,Intersection,High
15,Thursday,2,0,0,Urban Road,Clear,7,18,40,Auto,4,1,Wet,10,0,0,3,7,28,88,Intersection,High
12,Tuesday,3,0,0,Residential,Clear,3,23,40,Motorcycle,1,9,Good,6,0,0,3,9,23,70,Intersection,Medium
15,Tuesday,5,0,0,Urban Road,Heavy Rain,3,71,40,Car,3,4,Wet,8,0,0,1,2,42,100,T-Junction,High
21,Thursday,3,0,0,State Highway,Rainy,2,38,60,Car,2,4,Dry,6,1,1,1,9,33,64,Intersection,Medium
8,Friday,5,1,0,Urban Road,Cloudy,6,74,40,Car,2,2,Good,8,1,1,2,5,26,42,T-Junction,High
2,Tuesday,4,0,0,State Highway,Clear,5,39,60,Car,1,8,Wet,9,0,0,0,7,27,62,Intersection,Medium
20,Tuesday,11,1,0,State Highway,Rainy,6,25,60,Motorcycle,3,3,Dry,4,0,0,1,6,21,45,Roundabout,Medium
16,Monday,10,0,0,Urban Road,Rainy,4,49,40,Car,2,3,Wet,9,0,1,0,5,29,91,No Junction,High
21,Saturday,3,0,1,Urban Road,Cloudy,2,36,40,Motorcycle,1,2,Dry,12,1,0,1,5,33,58,No Junction,Medium
16,Monday,12,0,0,Residential,Clear,8,53,40,Car,1,12,Dry,11,0,0,0,8,17,62,T-Junction,Medium
19,Friday,6,1,0,Highway,Rainy,4,30,80,Motorcycle,2,5,Under Construction,4,0,0,1,9,29,65,Y-Junction,Medium
12,Tuesday,8,0,0,Highway,Foggy,1,57,80,Motorcycle,1,6,Wet,4,0,0,0,2,19,48,T-Junction,High
18,Sunday,12,1,1,Highway,Cloudy,5,22,80,Motorcycle,1,7,Slippery,9,0,1,0,5,26,51,Intersection,High
21,Tuesday,4,0,0,Residential,Rainy,8,29,40,Motorcycle,1,0,Good,8,1,0,2,7,28,37,Roundabout,High
16,Wednesday,9,0,0,Highway,Rainy,6,10,80,Car,1,2,Wet,7,0,0,1,6,29,24,Y-Junction,Low
8,Friday,6,1,0,Urban Road,Clear,7,62,40,Motorcycle,5,5,Slippery,3,0,1,0,8,42,62,T-Junction,High
9,Sunday,5,1,1,Residential,Rainy,7,21,40,Bicycle,2,11,Good,4,0,1,2,5,29,54,No Junction,Medium
8,Saturday,3,1,1,Highway,Foggy,4,20,80,Bicycle,2,8,Wet,11,0,0,0,3,24,45,Intersection,High
8,Saturday,5,1,1,Highway,Cloudy,4,16,80,Car,2,3,Dry,9,0,0,0,8,22,74,Intersection,Medium
9,Sunday,5,1,1,National Highway,Clear,5,26,80,Truck,3,2,Good,13,0,0,0,5,24,82,T-Junction,Medium
15,Saturday,12,0,1,Residential,Heavy Rain,5,21,40,Motorcycle,2,12,Dry,10,0,0,2,3,30,72,T-Junction,High
16,Sunday,12,0,1,Urban Road,Clear,2,25,40,Car,1,1,Dry,8,0,0,0,9,17,67,No Junction,Low
12,Friday,4,0,0,Highway,Clear,3,51,80,Truck,2,0,Dry,3,0,1,0,6,20,100,T-Junction,High
17,Sunday,12,1,1,Residential,Clear,5,10,40,Car,3,6,Slippery,9,0,0,1,7,29,57,Intersection,Medium
6,Sunday,6,0,1,Urban Road,Heavy Rain,5,10,40,Bus,2,5,Good,7,0,0,3,2,26,85,Roundabout,High
6,Wednesday,3,0,0,National Highway,Rainy,5,45,80,Motorcycle,2,1,Wet,4,0,0,1,9,30,100,T-Junction,Medium
7,Wednesday,10,1,0,Residential,Clear,7,28,40,Car,1,5,Dry,11,0,1,1,8,23,86,T-Junction,Medium
14,Monday,1,0,0,National Highway,Clear,2,42,80,Auto,1,6,Dry,8,0,0,2,7,24,46,No Junction,Medium
8,Friday,7,1,0,State Highway,Heavy Rain,5,23,60,Car,3,7,Slippery,9,0,0,0,3,34,47,Intersection,High
9,Friday,7,1,0,Urban Road,Cloudy,4,26,40,Motorcycle,3,4,Dry,5,0,0,1,7,31,44,Intersection,Medium
12,Wednesday,12,0,0,Residential,Clear,2,52,40,Truck,2,3,Wet,9,0,0,0,8,18,76,No Junction,Medium
19,Thursday,4,1,0,State Highway,Clear,4,28,60,Auto,3,4,Wet,7,0,1,0,5,17,47,No Junction,High
1,Thursday,9,0,0,Residential,Cloudy,6,47,40,Car,3,1,Slippery,14,0,0,1,5,21,68,No Junction,High
17,Monday,12,1,0,Highway,Cloudy,7,30,80,Car,2,3,Wet,6,0,1,1,9,24,28,Y-Junction,High
17,Thursday,2,1,0,Urban Road,Cloudy,6,15,40,Car,2,6,Dry,5,0,0,2,9,33,100,Roundabout,Medium
19,Thursday,1,1,0,Highway,Cloudy,5,28,80,Car,2,7,Slippery,8,0,1,0,6,20,60,T-Junction,High
22,Thursday,3,0,0,Residential,Rainy,4,45,40,Truck,1,4,Dry,7,0,0,0,9,32,77,T-Junction,Medium
2,Tuesday,7,0,0,Residential,Cloudy,5,10,40,Car,1,7,Dry,8,0,0,0,5,25,55,Y-Junction,Low
7,Monday,9,1,0,National Highway,Cloudy,5,22,80,Motorcycle,3,6,Wet,12,0,0,3,5,27,48,Intersection,High
20,Wednesday,2,1,0,Residential,Cloudy,6,10,40,Truck,5,14,Dry,5,0,0,1,6,25,89,No Junction,High
13,Thursday,6,0,0,State Highway,Rainy,4,50,60,Bus,3,10,Dry,8,0,1,0,8,29,65,T-Junction,Medium
